ID,Comp ID,Application Date,Response Date,Follow up date,Company,Position,Resume link,Application link,Cover Letter,
183,177,2024-04-08,,,Cortico Health,Software Engineer (Junior or Mid-level),hakan-sivritepe-240304-latest-resume,https://ca.indeed.com/rc/clk?jk=57c9f7fd40a231d3&bb=RXlouW1j7giVElnOpyBxKEAOP0W51ml421_RzEK8KSUeuyt4gxYOby7oxCW2CTpOABJFu_CY36IZUZyvc8_5N5mLgmCdMr3_PsCoSo85zur7JnM0doDrew%3D%3D&xkcb=SoC367M3Cf14kB3vZp0LbzkdCdPP&fccid=1156f8aa7d5c8984&cmp=Countable-Web-Productions&ti=Software+Engineer&vjs=3,https://docs.google.com/document/d/1y39UfLDIu5O5IOKTpobtlIpnNmgtbV-oXudIlmh_Brg/edit,
184,178,2024-04-12,,,ServiceTitan,Senior Software Engineer (FieldRoutes),https://docs.google.com/document/d/1lu7STVQ6Xi8AtCd2fU7EFGw90oWAiO7GGjNF1VKMWig/edit,https://servicetitan.wd1.myworkdayjobs.com/ServiceTitan/job/Int-Canada-Remote/Senior-Software-Engineer--FieldRoutes-_JR107991,https://docs.google.com/document/d/1GzTheuj91Wv704Tn4fPV1_PMX0o1icgHImA2NXm7EPQ/edit,
185,179,2024-04-22,,,Matomo,"Senior Web Developer (Canada, New Zealand)",,https://www.linkedin.com/jobs/view/3903256603,,
186,180,2024-04-25,,,Acro Commerce,Back End Developer (Remote Friendly),https://docs.google.com/document/d/1RKonFHOfsa-0NMWt5XMyF2ossw1Pyxcgc5yyq5JzBiY/edit,https://www.linkedin.com/jobs/view/3910963282,https://docs.google.com/document/d/1qwucLeG7gk5ftxxq8Ww9fA1U7rlF5B3wudyoXM9AVMI/edit,
187,181,2024-04-26,,,Info-Tech Research Group,Intermediate Software Developer,https://docs.google.com/document/d/1w46mVzjXTboocRstihUFJN-jGTtnnf1CCHSb0bx4cmQ/edit,https://www.linkedin.com/jobs/view/3905569669,https://docs.google.com/document/d/1ZrcBrP5AZFSuEHtkWK7CdL-TUIbZ-l4V3qaJKhkYDUk/edit,
188,182,2024-05-10,,,KOHO,Junior Software Developer (Backend),https://docs.google.com/document/d/1eDbUCKNpjTiMARxtJPCkeU4VJHNhhB5IOwY5jOQ8nAw/edit,https://www.linkedin.com/jobs/view/3918535106,,
189,183,2025-06-01,easy apply,,HCLTech,Full Stack Engineer (ReactJs & PHP),250530-Hakan-Sivritepe-resume,https://www.linkedin.com/jobs/view/4234108491,,
190,184,2025-06-01,corp web,,slice,"Software Developer, Web",250530-Hakan-Sivritepe-resume,https://www.linkedin.com/jobs/view/4217368339,,
191,185,2025-06-01,easy apply,,Pentasia,Frontend Developer,250530-Hakan-Sivritepe-resume,https://www.linkedin.com/jobs/view/4240117985,,
192,186,2025-06-01,corp web,,super.com,Intermediate Full Stack Software Engineer,250530-Hakan-Sivritepe-resume,https://www.linkedin.com/jobs/view/4198148722,,
193,187,2025-06-01,corp web,,thinkific,Intermediate Full Stack Engineer,250530-Hakan-Sivritepe-resume,https://www.thinkific.com/careers/job-post/?gh_jid=8011706002,,
194,188,2025-06-01,corp web,,Cozey,Software Engineer (Front-End),250530-Hakan-Sivritepe-resume,https://www.linkedin.com/jobs/view/4219003466,,
195,189,,,,,,,,,
196,190,,,,,,,,,
197,191,,,,,,,,,
198,192,,,,,,,,,
199,193,,,,,,,,,
200,194,,,,,,,,,
201,195,,,,,,,,,
202,196,,,,,,,,,
203,197,,,,,,,,,
